month,line,division,day_type,period,num_timepoints_passing_wait _assessment,num_sched_timepoints,wait assessment
2015-05,JZ,B DIVISION,1,peak,4440,5850,0.758974359
2015-05,JZ,B DIVISION,2,offpeak,2876,3209,0.896229355
2015-05,JZ,B DIVISION,2,peak,1602,1753,0.913861951
2015-05,L,B DIVISION,1,offpeak,16066,19198,0.836858006
2015-05,L,B DIVISION,1,peak,10489,13655,0.768143537
2015-05,L,B DIVISION,2,offpeak,5025,6120,0.821078431
2015-05,L,B DIVISION,2,peak,2340,3089,0.757526708
2015-05,M,B DIVISION,1,offpeak,9066,11367,0.797571919
2015-05,M,B DIVISION,1,peak,5973,8127,0.734957549
2015-05,M,B DIVISION,2,offpeak,2473,2878,0.859277276
2015-05,M,B DIVISION,2,peak,1208,1442,0.837725381
2015-05,N,B DIVISION,1,offpeak,11874,15061,0.788393865
2015-05,N,B DIVISION,1,peak,6632,8828,0.751246035
2015-05,N,B DIVISION,2,offpeak,5389,6512,0.82754914
2015-05,N,B DIVISION,2,peak,2706,3263,0.829298192
2015-05,Q,B DIVISION,1,offpeak,8637,11712,0.73744877
2015-05,Q,B DIVISION,1,peak,5676,7363,0.770881434
2015-05,Q,B DIVISION,2,offpeak,3229,3665,0.881036835
2015-05,Q,B DIVISION,2,peak,1617,1871,0.86424372
2015-05,R,B DIVISION,1,offpeak,11420,14965,0.763113933
2015-05,R,B DIVISION,1,peak,7441,10445,0.712398277
2015-05,R,B DIVISION,2,offpeak,4685,6134,0.763775677
2015-05,R,B DIVISION,2,peak,2603,3247,0.801663074
2015-05,S Fkln,B DIVISION,1,offpeak,1139,1184,0.961993243
2015-05,S Fkln,B DIVISION,1,peak,696,702,0.991452991
2015-05,S Fkln,B DIVISION,2,offpeak,525,558,0.940860215
2015-05,S Fkln,B DIVISION,2,peak,281,305,0.921311475
2015-05,S Rock,B DIVISION,1,offpeak,1511,1611,0.937926754
2015-05,S Rock,B DIVISION,1,peak,768,813,0.944649446
2015-05,S Rock,B DIVISION,2,offpeak,419,436,0.961009174
2015-05,S Rock,B DIVISION,2,peak,195,204,0.955882353
2015-05,Systemwide,Systemwide,1,Systemwide,427997,570087,0.750757341
2015-05,Systemwide,Systemwide,2,Systemwide,135202,167305,0.808116912
2015-06,1,A DIVISION,1,offpeak,21963,26637,0.824529789
2015-06,1,A DIVISION,1,peak,13436,17578,0.764364547
2015-06,1,A DIVISION,2,offpeak,5254,5929,0.886152808
2015-06,1,A DIVISION,2,peak,2453,2770,0.885559567
2015-06,2,A DIVISION,1,offpeak,21683,28360,0.764562764
2015-06,2,A DIVISION,1,peak,12728,18677,0.681479895
2015-06,2,A DIVISION,2,offpeak,5724,7228,0.79192031
2015-06,2,A DIVISION,2,peak,2881,3601,0.80005554
2015-06,3,A DIVISION,1,offpeak,19846,24505,0.809875536
2015-06,3,A DIVISION,1,peak,11888,15928,0.746358614
2015-06,3,A DIVISION,2,offpeak,4931,5694,0.865999298
2015-06,3,A DIVISION,2,peak,2372,2758,0.86004351
2015-06,4,A DIVISION,1,offpeak,24781,32132,0.771224947
2015-06,4,A DIVISION,1,peak,15847,24420,0.648935299
2015-06,4,A DIVISION,2,offpeak,6884,9068,0.759153066
2015-06,4,A DIVISION,2,peak,3695,4752,0.77756734
2015-06,5,A DIVISION,1,offpeak,18585,25700,0.723151751
2015-06,5,A DIVISION,1,peak,12737,20586,0.618721461
2015-06,5,A DIVISION,2,offpeak,2072,2632,0.787234043
2015-06,5,A DIVISION,2,peak,1086,1372,0.79154519
2015-06,6,A DIVISION,1,offpeak,21014,30019,0.700023319
2015-06,6,A DIVISION,1,peak,14074,22108,0.636602135
2015-06,6,A DIVISION,2,offpeak,4619,6146,0.751545721
2015-06,6,A DIVISION,2,peak,2487,3153,0.788772598
2015-06,7,A DIVISION,1,offpeak,11570,15165,0.762940983
2015-06,7,A DIVISION,1,peak,8837,12761,0.692500588
2015-06,7,A DIVISION,2,offpeak,3269,4185,0.781123059
2015-06,7,A DIVISION,2,peak,2006,2651,0.756695587
2015-06,S 42nd,A DIVISION,1,offpeak,6053,6228,0.971901092
2015-06,S 42nd,A DIVISION,1,peak,5077,6366,0.797518065
2015-06,S 42nd,A DIVISION,2,offpeak,1658,1668,0.994004796
2015-06,S 42nd,A DIVISION,2,peak,946,960,0.985416667
2015-06,A,B DIVISION,1,offpeak,14229,19189,0.741518578
2015-06,A,B DIVISION,1,peak,10222,14712,0.69480696
2015-06,A,B DIVISION,2,offpeak,4440,5667,0.783483325
2015-06,A,B DIVISION,2,peak,2332,3017,0.772953265
2015-06,B,B DIVISION,1,offpeak,8231,9793,0.840498315
2015-06,B,B DIVISION,1,peak,6269,8255,0.759418534
2015-06,C,B DIVISION,1,offpeak,9187,11500,0.798869565
2015-06,C,B DIVISION,1,peak,5505,7407,0.743215877
2015-06,C,B DIVISION,2,offpeak,2971,3513,0.845715912
2015-06,C,B DIVISION,2,peak,1614,1911,0.844583987
2015-06,D,B DIVISION,1,offpeak,11610,14004,0.829048843
2015-06,D,B DIVISION,1,peak,7297,9364,0.779261
2015-06,D,B DIVISION,2,offpeak,3054,3844,0.794484912
2015-06,D,B DIVISION,2,peak,1582,1964,0.805498982
2015-06,E,B DIVISION,1,offpeak,9506,12458,0.763043827
2015-06,E,B DIVISION,1,peak,7109,9827,0.723415081
2015-06,E,B DIVISION,2,offpeak,2103,2349,0.895274585
2015-06,E,B DIVISION,2,peak,1050,1171,0.896669513
2015-06,F,B DIVISION,1,offpeak,16587,21474,0.772422464
2015-06,F,B DIVISION,1,peak,11945,16269,0.734218452
2015-06,F,B DIVISION,2,offpeak,3144,3728,0.843347639
2015-06,F,B DIVISION,2,peak,1614,1916,0.842379958
2015-06,G,B DIVISION,1,offpeak,4825,5529,0.872671369
2015-06,G,B DIVISION,1,peak,3081,3555,0.866666667
2015-06,G,B DIVISION,2,offpeak,1395,1493,0.934360348
2015-06,G,B DIVISION,2,peak,736,789,0.932826362
2015-06,JZ,B DIVISION,1,offpeak,8810,10632,0.828630549
2015-06,JZ,B DIVISION,1,peak,5481,7323,0.748463744
2015-06,JZ,B DIVISION,2,offpeak,2864,3271,0.875573219
2015-06,JZ,B DIVISION,2,peak,1508,1699,0.88758093
2015-06,L,B DIVISION,1,offpeak,17640,21990,0.80218281
2015-06,L,B DIVISION,1,peak,11131,15103,0.737005893
2015-06,L,B DIVISION,2,offpeak,5426,7050,0.76964539
2015-06,L,B DIVISION,2,peak,2528,3249,0.778085565
2015-06,M,B DIVISION,1,offpeak,11520,14463,0.796515246
2015-06,M,B DIVISION,1,peak,6930,9286,0.74628473
2015-06,M,B DIVISION,2,offpeak,1575,1715,0.918367347
2015-06,M,B DIVISION,2,peak,721,785,0.918471338
2015-06,N,B DIVISION,1,offpeak,14482,18087,0.800685575
2015-06,N,B DIVISION,1,peak,7997,10580,0.755860113
2015-06,N,B DIVISION,2,offpeak,4436,5398,0.821785847
2015-06,N,B DIVISION,2,peak,2257,2687,0.839970227
2015-06,Q,B DIVISION,1,offpeak,11163,13954,0.799985667
2015-06,Q,B DIVISION,1,peak,6838,8708,0.785254938
2015-06,Q,B DIVISION,2,offpeak,2846,3094,0.919844861
2015-06,Q,B DIVISION,2,peak,1479,1604,0.922069825
2015-06,R,B DIVISION,1,offpeak,13577,17648,0.769322303
2015-06,R,B DIVISION,1,peak,8760,12168,0.719921105
2015-06,R,B DIVISION,2,offpeak,3914,5062,0.773212169
2015-06,R,B DIVISION,2,peak,2121,2677,0.792304819
2015-06,S Fkln,B DIVISION,1,offpeak,1241,1278,0.971048513
2015-06,S Fkln,B DIVISION,1,peak,731,738,0.990514905
2015-06,S Fkln,B DIVISION,2,offpeak,435,448,0.970982143
2015-06,S Fkln,B DIVISION,2,peak,240,244,0.983606557
2015-06,S Rock,B DIVISION,1,offpeak,1781,1890,0.942328042
2015-06,S Rock,B DIVISION,1,peak,887,955,0.928795812
2015-06,S Rock,B DIVISION,2,offpeak,575,602,0.955149502
2015-06,S Rock,B DIVISION,2,peak,294,312,0.942307692
2015-06,Systemwide,Systemwide,1,Systemwide,494691,655309,0.754897308
2015-06,Systemwide,Systemwide,2,Systemwide,111591,135826,0.821573189
2015-07,1,A DIVISION,1,offpeak,20832,26621,0.7825401
2015-07,1,A DIVISION,1,peak,12906,17488,0.737991766
2015-07,1,A DIVISION,2,offpeak,3880,4375,0.886857143
2015-07,1,A DIVISION,2,peak,1946,2199,0.884947704
2015-07,2,A DIVISION,1,offpeak,21062,28352,0.742875282
2015-07,2,A DIVISION,1,peak,12597,18674,0.674574274
2015-07,2,A DIVISION,2,offpeak,5920,7328,0.807860262
2015-07,2,A DIVISION,2,peak,3024,3751,0.806185017
2015-07,3,A DIVISION,1,offpeak,19555,24507,0.797935284
2015-07,3,A DIVISION,1,peak,11973,15928,0.751695128
2015-07,3,A DIVISION,2,offpeak,4828,5898,0.81858257
2015-07,3,A DIVISION,2,peak,2505,2962,0.845712357
2015-07,4,A DIVISION,1,offpeak,24605,32116,0.766129032
2015-07,4,A DIVISION,1,peak,15485,24420,0.634111384
2015-07,4,A DIVISION,2,offpeak,6856,9456,0.725042301
2015-07,4,A DIVISION,2,peak,3893,5104,0.76273511
2015-07,5,A DIVISION,1,offpeak,18101,25694,0.704483537
2015-07,5,A DIVISION,1,peak,12509,20590,0.607527926
2015-07,5,A DIVISION,2,offpeak,113,114,0.99122807
2015-07,5,A DIVISION,2,peak,59,59,1
2015-07,6,A DIVISION,1,offpeak,21625,30187,0.716367973
2015-07,6,A DIVISION,1,peak,14540,22084,0.658395218
2015-07,6,A DIVISION,2,offpeak,5023,6263,0.802011815
2015-07,6,A DIVISION,2,peak,2691,3305,0.814220877
2015-07,7,A DIVISION,1,offpeak,12416,16257,0.763732546
2015-07,7,A DIVISION,1,peak,9237,13535,0.6824529
2015-07,7,A DIVISION,2,offpeak,2102,2547,0.825284649
2015-07,7,A DIVISION,2,peak,1320,1691,0.780603193
2015-07,S 42nd,A DIVISION,1,offpeak,6049,6227,0.971414806
2015-07,S 42nd,A DIVISION,1,peak,5689,6402,0.888628554
2015-07,S 42nd,A DIVISION,2,offpeak,1688,1751,0.96402056
2015-07,S 42nd,A DIVISION,2,peak,977,992,0.984879032
2015-07,A,B DIVISION,1,offpeak,13527,18504,0.731031128
2015-07,A,B DIVISION,1,peak,9936,14239,0.697801812
2015-07,A,B DIVISION,2,offpeak,4111,5377,0.764552725
2015-07,A,B DIVISION,2,peak,2051,2788,0.735652798
2015-07,B,B DIVISION,1,offpeak,8083,9776,0.826820786
2015-07,B,B DIVISION,1,peak,6398,8171,0.783013095
2015-07,C,B DIVISION,1,offpeak,8694,11103,0.783031613
2015-07,C,B DIVISION,1,peak,5541,7162,0.773666574
2015-07,C,B DIVISION,2,offpeak,2405,3063,0.78517793
2015-07,C,B DIVISION,2,peak,1384,1680,0.823809524
2015-07,D,B DIVISION,1,offpeak,11724,14320,0.818715084
2015-07,D,B DIVISION,1,peak,7297,9428,0.77397115
2015-07,D,B DIVISION,2,offpeak,3572,4398,0.812187358
2015-07,D,B DIVISION,2,peak,1886,2226,0.847259659
2015-07,E,B DIVISION,1,offpeak,10846,14720,0.736820652
2015-07,E,B DIVISION,1,peak,7631,11160,0.683781362
2015-07,E,B DIVISION,2,offpeak,2725,3320,0.820783133
2015-07,E,B DIVISION,2,peak,1437,1707,0.841827768
2015-07,F,B DIVISION,1,offpeak,17616,23144,0.761147598
2015-07,F,B DIVISION,1,peak,12298,17031,0.722095003
2015-07,F,B DIVISION,2,offpeak,3706,4502,0.823189693
2015-07,F,B DIVISION,2,peak,1871,2257,0.828976518
2015-07,G,B DIVISION,1,offpeak,5932,6885,0.861583152
2015-07,G,B DIVISION,1,peak,3441,4249,0.809837609
2015-07,G,B DIVISION,2,offpeak,1673,1849,0.904813413
2015-07,G,B DIVISION,2,peak,925,981,0.942915392
2015-07,JZ,B DIVISION,1,offpeak,8717,10708,0.814064251
2015-07,JZ,B DIVISION,1,peak,5707,7298,0.781995067
2015-07,JZ,B DIVISION,2,offpeak,3448,3735,0.923159304
2015-07,JZ,B DIVISION,2,peak,1878,2034,0.923303835
2015-07,L,B DIVISION,1,offpeak,18432,23551,0.782641926
2015-07,L,B DIVISION,1,peak,11503,15113,0.7611328
2015-07,L,B DIVISION,2,offpeak,4803,6474,0.741890639
2015-07,L,B DIVISION,2,peak,2333,2833,0.823508648
2015-07,M,B DIVISION,1,offpeak,12509,15969,0.783330202
2015-07,M,B DIVISION,1,peak,7408,9987,0.741764294
2015-07,M,B DIVISION,2,offpeak,2120,2300,0.92173913
2015-07,M,B DIVISION,2,peak,1147,1237,0.927243331
2015-07,N,B DIVISION,1,offpeak,13862,17443,0.794702746
2015-07,N,B DIVISION,1,peak,8082,10498,0.769860926
2015-07,N,B DIVISION,2,offpeak,4377,5625,0.778133333
2015-07,N,B DIVISION,2,peak,2162,2815,0.768028419
2015-07,Q,B DIVISION,1,offpeak,10318,13016,0.792716656
2015-07,Q,B DIVISION,1,peak,6791,8729,0.777981441
2015-07,Q,B DIVISION,2,offpeak,2868,3140,0.913375796
2015-07,Q,B DIVISION,2,peak,1397,1556,0.89781491
2015-07,R,B DIVISION,1,offpeak,12988,16842,0.77116732
2015-07,R,B DIVISION,1,peak,8773,12021,0.729806173
2015-07,R,B DIVISION,2,offpeak,3882,5122,0.757907068
2015-07,R,B DIVISION,2,peak,2080,2648,0.785498489
2015-07,S Fkln,B DIVISION,1,offpeak,1328,1378,0.96371553
2015-07,S Fkln,B DIVISION,1,peak,781,792,0.986111111
2015-07,S Fkln,B DIVISION,2,offpeak,416,451,0.922394678
2015-07,S Fkln,B DIVISION,2,peak,226,244,0.926229508
2015-07,S Rock,B DIVISION,1,offpeak,1710,1828,0.935448578
2015-07,S Rock,B DIVISION,1,peak,849,925,0.917837838
2015-07,S Rock,B DIVISION,2,offpeak,581,614,0.946254072
2015-07,S Rock,B DIVISION,2,peak,309,326,0.947852761
2015-07,Systemwide,Systemwide,1,Systemwide,497903,665072,0.748645259
2015-07,Systemwide,Systemwide,2,Systemwide,108598,133097,0.815931238
2015-08,1,A DIVISION,1,offpeak,20347,24799,0.820476632
2015-08,1,A DIVISION,1,peak,12216,16590,0.736347197
2015-08,1,A DIVISION,2,offpeak,6086,6784,0.897110849
2015-08,1,A DIVISION,2,peak,3025,3342,0.905146619
2015-08,2,A DIVISION,1,offpeak,19941,26435,0.754340836
2015-08,2,A DIVISION,1,peak,11783,17829,0.660889562
2015-08,2,A DIVISION,2,offpeak,7179,8816,0.814314882
2015-08,2,A DIVISION,2,peak,3811,4488,0.849153298
2015-08,3,A DIVISION,1,offpeak,17767,22288,0.79715542
2015-08,3,A DIVISION,1,peak,10992,15204,0.72296764
2015-08,3,A DIVISION,2,offpeak,5210,6002,0.868043985
2015-08,3,A DIVISION,2,peak,2673,3018,0.885685885
2015-08,4,A DIVISION,1,offpeak,23222,30668,0.757206208
2015-08,4,A DIVISION,1,peak,14790,23310,0.634491634
2015-08,4,A DIVISION,2,offpeak,7992,11713,0.682318791
2015-08,4,A DIVISION,2,peak,4411,6381,0.691270961
2015-08,5,A DIVISION,1,offpeak,17130,24273,0.705722408
2015-08,5,A DIVISION,1,peak,11860,19654,0.603439503
2015-08,5,A DIVISION,2,offpeak,1483,1736,0.854262673
2015-08,5,A DIVISION,2,peak,795,940,0.845744681
2015-08,6,A DIVISION,1,offpeak,20163,29074,0.693506225
2015-08,6,A DIVISION,1,peak,12660,19260,0.657320872
2015-08,6,A DIVISION,2,offpeak,5977,7831,0.763248627
2015-08,6,A DIVISION,2,peak,3120,4133,0.754899589
2015-08,7,A DIVISION,1,offpeak,11905,15393,0.773403495
2015-08,7,A DIVISION,1,peak,9261,13058,0.709220401
2015-08,7,A DIVISION,2,offpeak,4299,5260,0.81730038
2015-08,7,A DIVISION,2,peak,2680,3365,0.796433878
2015-08,S 42nd,A DIVISION,1,offpeak,5786,5944,0.973418573
2015-08,S 42nd,A DIVISION,1,peak,5487,6111,0.897889053
2015-08,S 42nd,A DIVISION,2,offpeak,2107,2130,0.989201878
2015-08,S 42nd,A DIVISION,2,peak,1223,1240,0.986290323
2015-08,A,B DIVISION,1,offpeak,13743,18861,0.728646413
2015-08,A,B DIVISION,1,peak,10187,14358,0.70949993
2015-08,A,B DIVISION,2,offpeak,4140,5507,0.751770474
2015-08,A,B DIVISION,2,peak,2170,2862,0.758211041
2015-08,B,B DIVISION,1,offpeak,7592,9381,0.809295384
2015-08,B,B DIVISION,1,peak,6187,7912,0.781976744
2015-08,C,B DIVISION,1,offpeak,9135,11340,0.805555556
2015-08,C,B DIVISION,1,peak,5717,7197,0.794358761
2015-08,C,B DIVISION,2,offpeak,2522,3094,0.81512605
2015-08,C,B DIVISION,2,peak,1432,1756,0.815489749
2015-08,D,B DIVISION,1,offpeak,11181,13505,0.827915587
2015-08,D,B DIVISION,1,peak,7033,9040,0.777986726
2015-08,D,B DIVISION,2,offpeak,4589,5462,0.840168436
2015-08,D,B DIVISION,2,peak,2284,2761,0.827236509
2015-08,E,B DIVISION,1,offpeak,11339,15054,0.753221735
2015-08,E,B DIVISION,1,peak,7484,10825,0.691362587
2015-08,E,B DIVISION,2,offpeak,2611,3288,0.794099757
2015-08,E,B DIVISION,2,peak,1393,1703,0.817968291
2015-08,F,B DIVISION,1,offpeak,16626,22389,0.742596811
2015-08,F,B DIVISION,1,peak,11555,16143,0.715790126
2015-08,F,B DIVISION,2,offpeak,4553,5831,0.780826616
2015-08,F,B DIVISION,2,peak,2279,2941,0.774906494
2015-08,G,B DIVISION,1,offpeak,7648,9257,0.826185589
2015-08,G,B DIVISION,1,peak,4530,5681,0.797394825
2015-08,G,B DIVISION,2,offpeak,3337,3812,0.875393494
2015-08,G,B DIVISION,2,peak,1750,1973,0.886974151
2015-08,JZ,B DIVISION,1,offpeak,8010,9541,0.83953464
2015-08,JZ,B DIVISION,1,peak,5376,6876,0.781849913
2015-08,JZ,B DIVISION,2,offpeak,3822,4362,0.876203576
2015-08,JZ,B DIVISION,2,peak,2021,2307,0.876029476
2015-08,L,B DIVISION,1,offpeak,16622,20767,0.800404488
2015-08,L,B DIVISION,1,peak,10818,14365,0.753080404
2015-08,L,B DIVISION,2,offpeak,6321,8526,0.74137931
2015-08,L,B DIVISION,2,peak,3009,3853,0.780949909
2015-08,M,B DIVISION,1,offpeak,11682,14689,0.795288992
2015-08,M,B DIVISION,1,peak,6853,9131,0.750520206
2015-08,M,B DIVISION,2,offpeak,2418,2672,0.90494012
2015-08,M,B DIVISION,2,peak,1268,1377,0.920842411
2015-08,N,B DIVISION,1,offpeak,13826,17089,0.809058459
2015-08,N,B DIVISION,1,peak,7766,9996,0.776910764
2015-08,N,B DIVISION,2,offpeak,5369,6557,0.818819582
2015-08,N,B DIVISION,2,peak,2562,3210,0.798130841
2015-08,Q,B DIVISION,1,offpeak,10915,13305,0.820368283
2015-08,Q,B DIVISION,1,peak,6640,8302,0.799807275
2015-08,Q,B DIVISION,2,offpeak,3328,3758,0.885577435
2015-08,Q,B DIVISION,2,peak,1621,1879,0.862692922
2015-08,R,B DIVISION,1,offpeak,12733,16175,0.787202473
2015-08,R,B DIVISION,1,peak,8206,11044,0.743027888
2015-08,R,B DIVISION,2,offpeak,4773,6111,0.781050565
2015-08,R,B DIVISION,2,peak,2596,3256,0.797297297
2015-08,S Fkln,B DIVISION,1,offpeak,1227,1257,0.976133652
2015-08,S Fkln,B DIVISION,1,peak,752,756,0.994708995
2015-08,S Fkln,B DIVISION,2,offpeak,564,577,0.977469671
2015-08,S Fkln,B DIVISION,2,peak,311,315,0.987301587
2015-08,S Rock,B DIVISION,1,offpeak,1678,1780,0.942696629
2015-08,S Rock,B DIVISION,1,peak,833,893,0.93281075
2015-08,S Rock,B DIVISION,2,offpeak,708,757,0.935270806
2015-08,S Rock,B DIVISION,2,peak,389,410,0.948780488
2015-08,Systemwide,Systemwide,1,Systemwide,479204,636799,0.752520026
2015-08,Systemwide,Systemwide,2,Systemwide,136211,168096,0.810316724
2015-09,1,A DIVISION,1,offpeak,20545,25418,0.808285467
2015-09,1,A DIVISION,1,peak,12444,16594,0.749909606
2015-09,1,A DIVISION,2,offpeak,3171,3470,0.913832853
2015-09,1,A DIVISION,2,peak,1623,1734,0.935986159
2015-09,2,A DIVISION,1,offpeak,20509,27069,0.75765636
2015-09,2,A DIVISION,1,peak,12012,17829,0.673733804
2015-09,2,A DIVISION,2,offpeak,6149,7947,0.773751101
2015-09,2,A DIVISION,2,peak,3153,4060,0.776600985
2015-09,3,A DIVISION,1,offpeak,19047,23392,0.814252736
2015-09,3,A DIVISION,1,peak,11296,15204,0.742962378
2015-09,3,A DIVISION,2,offpeak,5479,6637,0.82552358
2015-09,3,A DIVISION,2,peak,2856,3356,0.851013111
2015-09,4,A DIVISION,1,offpeak,23542,30649,0.768116415
2015-09,4,A DIVISION,1,peak,14871,23310,0.637966538
2015-09,4,A DIVISION,2,offpeak,6989,9382,0.744937114
2015-09,4,A DIVISION,2,peak,3738,5097,0.733372572
2015-09,5,A DIVISION,1,offpeak,17227,24550,0.701710794
2015-09,5,A DIVISION,1,peak,12184,19652,0.619987788
2015-09,5,A DIVISION,2,offpeak,1181,1370,0.862043796
2015-09,5,A DIVISION,2,peak,621,733,0.847203274
2015-09,6,A DIVISION,1,offpeak,20505,28774,0.712622506
2015-09,6,A DIVISION,1,peak,13158,20711,0.635314567
2015-09,6,A DIVISION,2,offpeak,4487,6116,0.733649444
2015-09,6,A DIVISION,2,peak,2475,3209,0.771268308
2015-09,7,A DIVISION,1,offpeak,13427,17215,0.779959338
2015-09,7,A DIVISION,1,peak,10080,14639,0.688571624
2015-09,7,A DIVISION,2,offpeak,4067,4881,0.833230895
2015-09,7,A DIVISION,2,peak,2424,3098,0.782440284
2015-09,S 42nd,A DIVISION,1,offpeak,5727,5944,0.963492598
2015-09,S 42nd,A DIVISION,1,peak,5066,6087,0.832265484
2015-09,S 42nd,A DIVISION,2,offpeak,1672,1705,0.980645161
2015-09,S 42nd,A DIVISION,2,peak,986,992,0.993951613
2015-09,A,B DIVISION,1,offpeak,13532,18688,0.724101027
2015-09,A,B DIVISION,1,peak,9877,14252,0.69302554
2015-09,A,B DIVISION,2,offpeak,3821,4977,0.767731565
2015-09,A,B DIVISION,2,peak,2041,2650,0.770188679
2015-09,B,B DIVISION,1,offpeak,7852,9567,0.820737953
2015-09,B,B DIVISION,1,peak,5965,7821,0.762690193
2015-09,C,B DIVISION,1,offpeak,8527,11356,0.750880592
2015-09,C,B DIVISION,1,peak,5361,7265,0.737921542
2015-09,C,B DIVISION,2,offpeak,2432,3035,0.801317957
2015-09,C,B DIVISION,2,peak,1401,1719,0.815008726
2015-09,D,B DIVISION,1,offpeak,11395,13833,0.823754789
2015-09,D,B DIVISION,1,peak,7147,9058,0.789026275
2015-09,D,B DIVISION,2,offpeak,3709,4549,0.815344032
2015-09,D,B DIVISION,2,peak,1965,2361,0.83227446
2015-09,E,B DIVISION,1,offpeak,10338,13593,0.760538512
2015-09,E,B DIVISION,1,peak,6984,10146,0.688350089
2015-09,E,B DIVISION,2,offpeak,2527,2954,0.855450237
2015-09,E,B DIVISION,2,peak,1401,1601,0.875078076
2015-09,F,B DIVISION,1,offpeak,16533,22057,0.749557963
2015-09,F,B DIVISION,1,peak,11682,16366,0.713796896
2015-09,F,B DIVISION,2,offpeak,3684,4498,0.81903068
2015-09,F,B DIVISION,2,peak,1906,2293,0.831225469
2015-09,G,B DIVISION,1,offpeak,8472,10269,0.825007304
2015-09,G,B DIVISION,1,peak,5039,6198,0.813004195
2015-09,G,B DIVISION,2,offpeak,2856,3285,0.869406393
2015-09,G,B DIVISION,2,peak,1496,1703,0.878449794
2015-09,JZ,B DIVISION,1,offpeak,8244,9901,0.832643167
2015-09,JZ,B DIVISION,1,peak,5323,7085,0.751305575
2015-09,JZ,B DIVISION,2,offpeak,3125,3697,0.845279957
2015-09,JZ,B DIVISION,2,peak,1680,1959,0.857580398
2015-09,L,B DIVISION,1,offpeak,17971,22081,0.813867126
2015-09,L,B DIVISION,1,peak,11210,14432,0.77674612
2015-09,L,B DIVISION,2,offpeak,5480,8105,0.676125848
2015-09,L,B DIVISION,2,peak,2472,4187,0.590398854
2015-09,M,B DIVISION,1,offpeak,10943,13445,0.813908516
2015-09,M,B DIVISION,1,peak,7156,9446,0.757569342
2015-09,M,B DIVISION,2,offpeak,2089,2312,0.903546713
2015-09,M,B DIVISION,2,peak,1155,1244,0.928456592
2015-09,N,B DIVISION,1,offpeak,13657,16931,0.806626897
2015-09,N,B DIVISION,1,peak,7750,9920,0.78125
2015-09,N,B DIVISION,2,offpeak,4527,5462,0.828817283
2015-09,N,B DIVISION,2,peak,2312,2739,0.844103687
2015-09,Q,B DIVISION,1,offpeak,10536,12881,0.817948917
2015-09,Q,B DIVISION,1,peak,6481,8144,0.795800589
2015-09,Q,B DIVISION,2,offpeak,2568,2870,0.894773519
2015-09,Q,B DIVISION,2,peak,1301,1446,0.899723375
2015-09,R,B DIVISION,1,offpeak,13014,16415,0.792811453
2015-09,R,B DIVISION,1,peak,8508,11395,0.746643265
2015-09,R,B DIVISION,2,offpeak,3873,4895,0.791215526
2015-09,R,B DIVISION,2,peak,2121,2584,0.820820433
2015-09,S Fkln,B DIVISION,1,offpeak,1263,1289,0.979829325
2015-09,S Fkln,B DIVISION,1,peak,747,756,0.988095238
2015-09,S Fkln,B DIVISION,2,offpeak,439,449,0.977728285
2015-09,S Fkln,B DIVISION,2,peak,238,244,0.975409836
2015-09,S Rock,B DIVISION,1,offpeak,1593,1670,0.953892216
2015-09,S Rock,B DIVISION,1,peak,782,837,0.934289128
2015-09,S Rock,B DIVISION,2,offpeak,408,437,0.933638444
2015-09,S Rock,B DIVISION,2,peak,221,234,0.944444444
2015-09,Systemwide,Systemwide,1,Systemwide,485522,644134,0.753759311
2015-09,Systemwide,Systemwide,2,Systemwide,114319,142276,0.803501645
2015-10,1,A DIVISION,1,offpeak,21290,26645,0.799024207
2015-10,1,A DIVISION,1,peak,12676,17360,0.730184332
2015-10,1,A DIVISION,2,offpeak,4835,5407,0.894211208
2015-10,1,A DIVISION,2,peak,2399,2688,0.892485119
2015-10,2,A DIVISION,1,offpeak,21650,28361,0.763372237
2015-10,2,A DIVISION,1,peak,12553,18678,0.672074098
2015-10,2,A DIVISION,2,offpeak,5908,8263,0.714994554
2015-10,2,A DIVISION,2,peak,3202,4221,0.758588012
2015-10,3,A DIVISION,1,offpeak,19577,24505,0.798898184
2015-10,3,A DIVISION,1,peak,11717,15928,0.735622803
2015-10,3,A DIVISION,2,offpeak,5685,6787,0.837630765
2015-10,3,A DIVISION,2,peak,2877,3438,0.836823735
2015-10,4,A DIVISION,1,offpeak,24553,32120,0.764414695
2015-10,4,A DIVISION,1,peak,15135,24420,0.61977887
2015-10,4,A DIVISION,2,offpeak,7809,10597,0.736906672
2015-10,4,A DIVISION,2,peak,4249,5807,0.731703117
2015-10,5,A DIVISION,1,offpeak,18043,25696,0.702171544
2015-10,5,A DIVISION,1,peak,12517,20601,0.607591864
2015-10,5,A DIVISION,2,offpeak,2883,3854,0.74805397
2015-10,5,A DIVISION,2,peak,1790,2131,0.839981229
2015-10,6,A DIVISION,1,offpeak,20368,29975,0.679499583
2015-10,6,A DIVISION,1,peak,12982,22064,0.58837926
